rating,reviews
4,Came here on a Friday night for my boyfriend's grandparents anniversary. We had a reservation for about 10+ so we got the largest table center by the...
2,"No parking available, so you'd have to park at the structure down the street for about 9 bucks.

Inside is REALLY warm, and service takes FOREVER.

We..."
5,"Michael is amazing!!! I have seen him perform several times! He always changes it up and always  blows my mind. And I really love magic. It's interesting, I..."
5,"I had the chance to see Michael perform his ""Member's Only Show"" while visiting my family in New York a few months ago, and I still can't stop talking about..."
5,"I looked up Michael through BizBash for a corporate event this past week. Michael listened to my needs, and was extremely responsive. A consummate..."
5,"Before Covid-19 Sit., Review.
I always love the movie costume exhibit at FIDM. This year is no exception. From the Academy Award winning Phantom Thread..."
5,"Fashion Institute of Design & Merchandising (FIDM)* if only we had met when we were both young perhaps my career path would have been more satisfying, more..."
5,"Went to the FIDM Museum for the first time today.  Saw the TV costume exhibit, which closes on October 26th 2019.

Everything was very well displayed and..."
5,"If there has been one thing that has been keeping me smiling and productive during this crazy quarantine year, it's Scott's class. I am so incredibly..."
5,I came to Scott Sedita's on a recommendation from my previous acting teacher in Australia who said that comedy would help with my acting. It's been almost a...
5,The first time I came to the studio to take audition technique classes Scott Sedita was as I remember him from the cover of his book. And it clicked I said...
5,So I write review in order to warn you about parking: please do not park at the Farmer's Market - your validation will not work. I paid about $30 in parking...
3,"This may have been a nice theatre when it was built decades ago, but these days it's just standard.

Stadium seats and reasonably clean facilities on a..."
5,Haven't been here in awhile so it was really nice coming to this theatre.  Really nice looking lobby.  Purchasing tickets was a breeze.  The theatre was...
5,"Est. 1937-
The longest running music venue in LA, The Mint is certainly the most well-known spot off the Sunset strip.  They first opened their doors back..."
5,"This is a nice venue somewhere between dive bar and upscale.

I came early to grab a table and some food. The menu isn't the most intriguing but I went with..."
4,Nice venue. Pretty waitresses. Plenty of parking. I really like it. Some people complain about dancing space.
5,"I have been so many tasting in LA, this one has to be rated among the top in term overall experience.  

This is a very fancy and high end tasting event  It..."
5,"If I were a celebrity this is how I would imagine an Oscar afterparty to look like - patrons dressed to impress, a red carpet filled with the best chef's..."
5,I attended the Eater night market event on Grand Friday night and the Grand Tasting at the Barker Hanger on Saturday night.  Besides the lines issues at...
5,"Get Your Ghost On In The Octagon!

Even though no one is allowed to go inside the beautiful victorian homes while we're still in the middle of a pandemic;..."
5,I've been frequenting Heritage Square Museum for a few years now after having passed it on the freeway growing up. Getting a glimpse at LA's past in a...
5,"Five stars for history and the perfect pandemic outing. 

Heritage Square provides a safe haven for some of Los Angeles' most beautiful homes and buildings...."
5,"I have been working with Kristin for a few months now, and currently over Zoom given the quarantine. I have been to her for various types of healing..."
5,I highly recommend Kristin to anyone who is look ing into an Akashic record reading! I was looking for someone to do it for me since I don't know how to do...
5,"I don't know where to begin with my praise of Kristin! I've been seeing her for years for reiki sessions, which she is amazing at. She is the real deal. She..."
5,"Colby has changed my life. If you are serious about making a connection with a loved one who has passed on, or serious about pursuing a spiritual path in..."
5,"In addition to being an extremely gifted Psychic Medium (as evidenced in her Sunday Service events, Facebook live shows and many guest appearances on..."
5,"Colby was my spiritual mentor for almost a year. She's fantastic. I literally went from not understanding what was happening to me, to being placed in the..."
5,"Korean Calligraphy Class:

This is their first time offering this class. Very well organized class. Before class starts, they prepare Korean lunchbox for us..."
5,"Great place to learn about Corea and her history. 

They offer great language programs and have small museums. It's worth checking out in my opinion."
5,"I really had a nice experience here I would come again because there was parking, air conditioning, photo opportunities, complimentary coffee, a nice woman..."
5,"I found Buddha Noah in an extensive Yelp search, and then I read ALL of his Yelp reviews, lol.......and thought, OK.. its time for your first ever psychic..."
5,This review is long over-due. I contacted Noah 3 years ago when I was at a crossroads with my almost 4-year long relationship. Having been married...
5,"This review is overdue because Noah is wonderful.

     First, a quick sidebar:  from my personal experience and that of trusted others who've shared their..."
5,"Went here for a party. This is a pretty nice hole in the wall place. The owner was nice and accommodating. Parking is a bit tricky, but once you figure out..."
4,"Went on a Saturday night. No burlesque but a decent dj. There were three things that could use some tweaking. More seating, the parking lot is dirt (in..."
5,"This place is such a hidden gem. A friend and I went last week and I was seriously impressed. Loved the burlesque looking décor and atmosphere. 

The DJ was..."
5,I've been attending the LOJ event for years... going all the way back to the Fonda Music Box Theater. This is bar-none the best venue they've hosted the...
5,"One of the greatest annual Los Angeles events - EVER. While they are inspired by the famous David Bowie/Muppets movie, it has become entirely its own entity..."
5,"Super fun place!

There are so many talented and wonderful people there.  I was awestruck by some of the elaborate costumes.  I'm pretty sure they took..."
5,"After having a bad experience with another reader. I spoke to Gina, she had called me back from missing my call earlier in the day. I remember hearing her..."
5,"Gina provided so much clarity for me. I came into her location with the intention of letting her feel my energy and lead the reading. 

She immediately..."
5,Gina was great to talk to and I really learned a lot from our session! She made it very comfortable for me because it was my first reading and it went the...
5,Just had a 30 min reading with Sterling. She was on point with my life situation presently and gave a lot of insight and detail. I called mainly about work...
1,This is my second post. I posted a week ago after my reading with her because I was not happy with the way it turned out. She contacted me and offered me a...
5,I'm an intuitive snob because I've been to quite a few.  Sterling is pretty damn spot on!  I was highly impressed.  She picked up on my situation and gave...
5,"I've toured and shopped at various crystal stores all throughout Los Angeles, and The Crystal Matrix Center is by far my favorite. I love the ambiance of..."
4,The selection of stones and crystals is vast and there options of jewelry or loose crystals for almost every stone.  There are readings and classes...
2,"I use to love coming here, it is close by, the vibes are positive, and i loved the selection. However, they seem to have changed the staff completely. I..."
5,"You MUST support East West Players!!! East West Players ROCK!! Not only are they super talented and exceptional, this Asian American cast is constantly..."
5,Great place to watch the best Asian American shows! Tickets are not overly expensive. Friendly atmosphere and you can purchase your tickets online at a...
5,"I love going to East West Players.  They do great work in developing, fostering, and expanding Asian Pacific experiences on the stage.  The David Henry..."
5,"I got a reading over the phone with him. 
He gave me some spot on advice before I gave him detail about what was going on with my life. 
He clarified that..."
1,"pretty crazy up-sell. can feel the desperation for business.  (Also, I get the same feeling from the other G reviewers :  He quoted me $700 for the dog..."
1,"I had a numerology reading with Austin this afternoon over the phone.  While I very rarely post reviews,  I feel compelled to do so in this instance.  

I..."
4,"Our first year visiting the new boney island in Griffith Park, after the homeowners who used to host had to stop. Overall, not worth $15 but what the heck...."
2,This was a big disappointment. We see much better Halloween get ups when we go trick-or-treating around our neighborhood. We were expecting at least the...
5,"This place is perfect for Halloween. It's hard to picture what these wonderful people created till you get there!

Free, they charge just for the Tree House..."
5,"(Attended 07/13/19 SA @ 4:45pm and many times before): I ate... I saw... I heard!

Eat See Hear descended upon the Autry Museum Of The American West for a..."
5,LOVE these events! I've been to a couple movies in the park and I can't get enough. Purchased passes via Groupon a month or so ago. Super easy check in upon...
3,"Good idea for summer nights in Los Angeles, plenty of free parking, the sound and picture are good for an out door venue. I like the choice of food trucks...."
5,"***Review from October 13, 2018***

I'm really not much of an artsy person, so when my friend suggested we go check out The Brewery Artwalk, I was..."
4,"On the site of a former Pabst Blue Ribbon brewery  & possibly an ancient Edison electric power plant before that, this artist colony has open house twice a..."
3,"I have been attending this artwalk religiously for the past 20 years, since my sister attended Pas. art college and had a mini-exhibit there.... it has..."
5,"Considering this is a university campus, the size of this hall was impressive and professional! Watched my first ballet here, the Nutcracker, and enjoyed..."
5,Wow...I honestly was surprised by this venue as we came to see a performance of the movie Apollo 13 that had a live accompaniment of an orchestra.  We have...
5,"What a gorgeous space to see a performance! I saw Toshi Reagon's Parable of the Sower and it was amazing. Great space, excellent acoustics, and an amazing..."
5,"When I went back in January is the best! I loved it and just amazed by how each room is so creative! Once we are better and no longer in Quarantine, check..."
4,I've only been here during the day and this past Thursday night was probably the best night to go.  We went for their annual Big Bang Fundraiser gala and...
1,"An incredibly lame waste of money. 

They couldn't even bother to have the place actually clean and there were pop ups from their computers projecting in..."
5,"I found this while searching for something to do outside of the house and away from our jobs (we took a few days off). After looking up some hikes, I..."
5,I love this hike. I've been coming here for years. The greenery entering the hike is so nice. You forget you're in LA. Healthy green foliage with a little...
5,"I absolutely lost myself for a good hour in nature walking this flat terrain. I am a native Angeleno, and I am in utter disbelief this trail and coffee shop..."
5,I first starting with Uncut with very limited availability (college took up more time than expected) and did not get book due to this issue for the first 3...
5,I was on the fence about signing up with Uncut but I'm so glad I took a chance. It's been a game changer! They've booked me a lot of work in the short time...
5,It's been about a year since I signed up with Uncut Casting. The staff there is extremely phenomenal and they really do care about you. I've gotten tons of...
5,"Went here for the first time months ago. So glad I got to see it before the shelter in place. Hope it is still here after the is all passed! 

This place is..."
5,"If you love board games, then this is the place for you.  

A friend invited my boyfriend and I to come play games with them.  I had never heard of or been..."
5,"Me, my boyfriend and our friends love this place. Their food, while a little expensive, is usually composed of as many fresh, in-house made ingredients as..."
5,"I like to wear bright colors and dance till everything is soggy.

I don't like to be the center of attention though - I usually dance in dark corners and..."
5,If you love dancing and mash ups this is the place to be... pretty open minded with people who just love to dance... Sure there's drinking and probably some...
5,This is seriously a must-try experience if you enjoy bouncing dat ass.... I had so much fun here last night. We went for my friend's birthday party and we...
5,"She is a wonderful person!  Sweet, genuine soul. We had a group reading and everyone had an amazing time.  I feel more at peace and enjoyed the experience...."
2,I am so sad to be writing this review. I was really excited after seeing all the great reviews on Apryl but my experience wasn't the same. I had to book a...
5,"I participated in a retreat that Apryl hosted & was blown away with the entire experience. Not only was it fun, informational, & educational... it was SAFE!..."
4,Wonderful park with plenty of space to have a picnic or run around. There are a lot of dog owners here who don't use leashes... so be prepared to be run up...
1,"Open free range dog park! If you are here with your dog, then great. Fri 5pm and probably close to 50 dog running around off leash. Dogs chasing/barking at..."
5,"I've been to the Grove and the Farmers' Market nearby many times but wasn't aware that this gigantic park was right next door. In fact, this was once the..."
5,"Fleur is hands down one of the world's best mediums, end of story.  I have attended her live shows, a small group reading and taken a class with her and she..."
5,"Has no body heard about Fleur yet?
She is THE BEST medium you can possibly find. I had many readings along these years with many different psychics and..."
5,Awesome experience! I did this on the phone and she picked up energy and things about me so quickly. This experience helped me release things and look...
5,"Enormous gallery with work from a ton of local artists. It doesn't look it from the outside, but it goes on forever when you get inside.

The work there is..."
5,"Great never ending indoor road to unique art room!
Not one dull corner as you walk along the art path of beauty listening to a DJ spin some beats to match..."
4,I've been to Corporation Food Hall but never knew the existence of The Hive Gallery until I saw an Instagram posting of Happening in Dtla regarding the...
4,Great restaurants but the parking structure is not only annoying but hella expensive! Right accross from Staples Center where our Lakers play. There is a...
4,Los Angeles residents love to have fun in the evenings. LA Live is one of the most famous entertainment complexes surrounding the Staples center sports...
4,"Yes. It is a tourist spot. 

Yes. It can get crazy crowded. 

And absolutely YES. It is a place worth checking out! 

Plenty of restaurants to choose from..."
5,Stand up can be very a intimidating and scary thing to start especially as a woman in LA. Lisa and the community of women she has created makes starting...
5,Lisa's class is amazing for anyone starting out in the comedy world and for Pro's who just need to punch up a set. PFW Classes facilitate a strong community...
5,Taking Lisa's class is possibly the best decision I've ever made. I'd always wanted to try stand up but was way too afraid to go to an open mic. I knew that...
5,"Pete was a joy to work with: flexible, helpful, and a great musician and DJ for our recent wedding. Getting married during a pandemic has been challenging..."
5,We had Pete running the show from beginning to end and we could not have been happier with the performance he gave for our big day. He was listed as one of...
5,"Pete was very attentive and made a wonderful timeline that our wedding coordinator used as well. Honestly, I wish Pete had coordinated my wedding as well-he..."
5,"This is a very cool, small art gallery devoted to pop culture. The artwork is great and fun to look at even if you don't have an interest in purchasing. I..."
1,"Took 2 weeks from order to even ship item (that was in stock) 
5 days later and the item still hasn't been given to USPS per the tracking. 

Won't be buying..."
3,"Being my first time at this specific gallery, I was anticipating a lot of excitement.  The space is quite small, but it housed a lot of pieces not just on..."
5,Saw Mandy Moore here and WOW it was such an intimate experience being so close so the stage.  It definitely gives you a completely different concert feel....
4,"The venue has been around for a few years and I always thought it was a bar.  I came last weekend to see Mandy Moore and the venue is intimate, good for a..."
5,"Clearly one of the best indie music venues in LA.  Cozy environment, friendly crowd, best LA bands."
5,"So helpful.  I called and they advised me on an important art restoration project. Very careful very considerate!

6 other businesses were not as clear and..."
5,"After several poor experiences with framers in LA, I am so grateful to have found such a wonderful place. The owner Hayk is kind, courteous, professional,..."
5,"Hayk framed my oil painting perfectly. He chose both the style, width, and color hue of the frame to match the artwork. I am VERY happy with the result...."
5,"We arranged for Lou Serrano in March 2020 for a small retirement party at a local restaurant, and we were quite pleased. His ""floating table"" trick was one..."
5,"Our church group decided to book Lou for our New Years Banquet event and man did we make the right choice. He is a phenomenal magician.  

He is perfect for..."
5,Lou showed up to our medical company holiday party last Saturday and performed at the Anaheim White House Restaurant. The magic show was amazing and...
5,I can't say enough good things about Gemini Strings! I've worked with them a few times and they never disappoint. Laurann is such a great communicator and...
5,"I hired Laurann and her string trio to play at my wedding and I am so glad I did. 
I requested contemporary music at the start of the ceremony and classical..."
5,"If you're thinking of booking an ensemble/string musicians for your wedding ceremony or any event, book Gemini Strings! Laurann was amazing to work with...."
5,"First place you should go for comedy writing, sketch, improv, voice acting, and more!!!! Formerly known as The Miles Stroth Workshop, The Pack Theater..."
5,"Came on a Sunday night to watch TPT Sketch night, I wasn't expecting much from this indie comedy club on Santa Monica. Having been to the nearby Complex, I..."
5,I took a level 1 class with BOC and was blown away by how much improv technique we were able to learn and execute on in such a short amount of time. We also...
5,"I came to Exhibition Park to check out the science museum. As I was walking from the parking lot to the science museum, I noted the African American Museum...."
5,"On the first Saturdays of the month, CAAM has a session with a docent for one of their exhibits. When I visited in late January, they had 5 exhibits. I..."
5,Great small museum. Five galleries but I spend at least 20 minutes in each. I've been here twice and love how many artists comment on social history. The...
4,"#QuarantinedReviews

This is one of the places that I miss going to with my boyfriend! Looking forward to going again when this is over. I love playing the..."
5,Family place is great to go watch boxing ng fights n get some drinks good atmosphere  n nice place
5,"I like the vibe and load music.  It's always to cold inside which is great in the summer. To bad it's winter.  The food is overly priced, but delicious...."
5,"As someone who grew up in LA, this place is a landmark.
I want to thank you very much for your generous donation of a pair of combo tickets for our..."
5,I defenitley like the tourist attraction for what it is. I loved being inside the different rooms and having plenty of opportunities for photo ops. The...
3,This was a good deal to be included with two other museums.  It's also very convenient if you're sightseeing on Hollywood Boulevard.  The museum was clean...
5,"Oh my god . This guy is the real deal .
Yes the wait is long but its worth it .
I was amazed he says things that are right on point . He can connect to..."
3,"Well I finally got in to an appt $100.00 later. I provided a picture of my guy.  El Indio  said a lot about the guy.  
He did start with the past along time..."
4,"Okay so I was recommend by someone to go to him. Of course I played with the idea for over a year. I dont know why it took me that long. Anyways, I finally..."
5,"What an exciting place!  The front bar is a lot of fun, and they sometimes have entertainment there already.  The staff is welcoming and friendly...."
5,"***This Review is Solely for Luxe Obscura Cabaret Show***

Saw Luxe Obscura Cabaret at Sayers Club for a friend's birthday. Amazing show. Great 90s goth..."
4,I came here on a Friday night. $20 to park and $20 to enter. There was live music in the main room. There is a large bar in the first room. It's a mixed...
5,I haven't been to the studio itself but over the weekend we had an instructor from Good Dirt LA come and conduct a handbuilding class in our backyard for my...
5,My SO and I had a private lesson with Tatum.  I had never thrown before and it was so much fun.  I felt safe the entire time -- the windows were open on...
5,"$75 per person for 2 hrs semi private class which included instructions on whee throw pottery, and 2 pieces (done in -3 weeks with color of ur choice)

Our..."
5,"So much yes to this place it took me back to my childhood so wonderful that arcades like this still exist.
I went with two kids 7 and 14 and they had a..."
3,"A divey arcade land off Vermont Avenue with several classics even multiple Marvel V. Capcom games (my jam) both standing and sitting..

I've been here a few..."
4,"Family Arcade makes you feel like your 10 years old all over again. The entire arcade consists of 2 rooms, both of which are slightly dim and overly neon at..."
5,Due to COVID golf is closed but great place for joggers. Not over crowded and everyone maintains social distancing.
5,"Spectacular, large urban park with lots of space for kids to run around freely and safely. There are picnic benches with BBQs, a lawn boing court, lots of..."
4,The environment of this park is great - big green park with shade trees. Lots of families and moderate sporty activities taking place. People are friendly...
5,"I was referred to Susan by a friend, and given my friend's high praises, I booked 3 calls with Susan (Psychic Reading, Medium Reading, and Spiritual..."
5,"Susan was spot on! I can't recommend her enough.  
I'm a huge fan!  She even told me things that happened two days later!"
5,She is honestly amazing and was so right about everything!! I am so blown away by her and I can't wait to schedule another reading. She connected with...
5,"I'm glad I started taking piano lessons again, especially with a teacher like Valery! After playing on my own without a teacher for years, I've noticed..."
5,"I always wanted to take piano but never had any time. Now with everything that's going on, I figured it might be the perfect time to start.  Initially, I..."
5,There are not enough great things to say about Val. He starting working with my son (9 years of age) approximately 6 months ago after we tried a local...
5,"This place is great! They host football,soccer, and the olympics!
The USC trojans won a game against the sun devils 11-7-2020!"
5,"This was my first NFL game and hands down such an amazing experience. 

It was great because it was in my hometown and I feel like there is a special..."
4,"The Wife bought us tickets to a Rams game, and it was definitely a first for both of us. I will try and keep this simple and to the point lol:

1. Parking:..."
5,"We recently hired Organic String Quartet to play at our wedding ceremony and cocktail hour at The Ritz-Carlton, Laguna Niguel this past July, and they left..."
5,Recently had the experience of working with Organic String Quartet for our wedding and I could not be happier with their work. They played beautifully and...
5,We loved working with Alicia and her team.  She was on time and gave me a list of songs I didn't even think it would work for the ceremony.. Guests enjoyed...
5,"It all started when I couldn't toss or stash a simple drawing I did of a pitcher.  And at the end I felt like I was holding a gallery piece. 

Melissa knew..."
5,Stopped in here to get a painting framed and was completely overwhelmed with the extensive assortment of framing options. Happy they had so many options but...
5,This review is long over do. I have to give it 5 Stars for many reasons. The great customer service and quality of work is fabulous but it's more than that....
5,"Planning a wedding can be so stressful, but The Ebell has made our process seamless. They not only alleviate the typical planning stresses but have gone..."
5,Thank you to Jenny and the ebell team for making our wedding possible through Covid 19. They are truly kind and helpful which is something rare in this...
5,"Nice facilities. Even nicer staff!!

Beautiful inside and outside with plenty of parking."
5,Marilyn might just be one of THE best psychics in the world!  She helped me see and open up my own psychic gifts bigtime!  The details that she has given me...
5,"""I had a session with Marilyn in May. The most important thing that she did for me was to confirm all of my inner feelings about my life. I don't really..."
5,"Soooooooooooooooooo, you might think I'm crazy.  Hey! I just might be.  But, don't tell me that there hasn't been a time in your life where you feel..."
5,"I found Owani a year ago on yelp and out of everyone on the list yelp suggested, she had the best reviews. 
She predicted many things for me last year..."
5,"I hired Owani for my 50th birthday party. I found her on yelp and hired her based on her great reviews. I'm so glad I did. She arrived on time, was..."
5,I was experiencing some confusion about my next moves to make and the direction of my future. Owani told me exactly what the underlying issues were that...
5,"One of the best food and drink events! The price is reasonable and food and drinks are included, unlike many other events. There are many different booths...."
4,I came to the Latin Food Fest for a work event and it was super fun! The park which hosted this event is so beautiful! It's right next to Chinatown with an...
3,I say it was okay for the first time visit. Not much to it to come back a second year though. There weren't as many food booths as expected. The drinks were...
5,"As an East Coaster who loves the grand old clubhouses of NYC and London, I feel right at home at the Jonathan Club.  Its wood-paneled interiors are elegant..."
4,"Beautiful venue for my friends wedding that we attended. Though it's a bit creepy that it's flooded with old white men photos on every floor, kind of like..."
5,"What an amazing place this was. I attended a preceptor appreciation reception hosted by USC school of pharmacy. From the second we entered the parking,..."
5,"Clean, safe, scenic, and not crowded - it's everything we need in this pandemic! It might be the most pleasant park experience we've had all year. Bonus: It..."
5,"It is a great place to hang out, having picnic, exercising especially during pandemic. The park is located in Chinatown town, next to the subway station..."
5,"This recently opened park (as of 2018) was lovely, with plenty of green space, restrooms, and dog-friendly (they must be on a leash). Typically very quiet,..."
5,"I really enjoyed the LA Opera. 

It was my first time visiting. A group of friends got dressed to impress for a night at the Opera! We had a really good..."
5,"A world-class opera company presenting both classic operas, and premieres.

I'm not the biggest opera fan, but every time I've seen one at the LAO I've been..."
5,The problem is... no one gives a r**s *ss for the OPERA anymore.  This is not the fault of anyone or anything except for the fact that the art world has not...
5,"It is the place of all things story. Whether it's The Contenders Deadline events, SAG, TV Academy, or DGA -- this theater and the ample lobby are true gems..."
5,"My SO is in DGA so occasionally we come here for a screening. 

Last time we were here for Alfonso Cuaron's ROMA. Yelp is not the place to review movies,..."
5,"What an honor and privilege to be able to attend a screening of Starwars, followed by a Q&A by the legendary JJ Abrams himself.  It was amazing and might I..."
5,"How the hell does one get onto Ellen??? Well you have to be THAT GOOD.

This guy is an absolute legend. As soon as I read his website I knew we would get..."
5,You can't go wrong with Mike. He's a world-class entertainer / magician. He's also a all around great human.
5,"Like Mike, I'm a professional magician.  When potential clients call me for an event and I'm already booked, there's only a handful of entertainers I trust..."
5,"I have attended the Festival for the past three years in a row. Each time, as a Friends of the Festival attendee. If you have never been, it's important to..."
4,"I love coming to this festival every year because there are so many cool books to peruse. With so many stalls of sellers and an array of speakers, this is a..."
5,"Ever since World Book Days is a yearly event on April 23rd to honour the author Miguel de Cervantes, and to celebrate on 23 April, as the date is also the..."
4,This was my first time coming to this very chill and chic movie theater. I liked how I could essentially order a meal and an alcoholic beverage to take with...
4,"This theater is my go to place. They always keep the whole theater clean. As a Cinemark member, my tickets are only $9.99 which is a steal. I've seen a lot..."
5,"This theater is one of our favorites, if not the favorite. 

The downstairs theaters are just okay. But the upstairs ones are amazing! If you go for a..."
5,"I first off have to say, that if you have ever considered, or were a little curious about having a reading that you should see or speak and book time with..."
5,I never write reviews but I just had to for Marcella. I've received multiple readings from her and every single one was on point. She always brings such a...
5,"My reading with Marcella was epic! I've listened to the recording many times and I think back to it often, especially as the reading unfolds. Marcella is a..."
5,Regina was very professional and responsive. My wedding had numerous changes due to COVID and Regina was there with me every step of the way. They were...
5,They did a excellent job performing at our wedding! It was everything we hoped it would be. Professional. A+ 10/10. Would hire them again if we ever had a...
5,"Like I mentioned before, we will book again and that's exactly what we did this year for our anniversary at home during COVID. Thank you so much again!! For..."
5,"Lovely, relaxed wine shop. Knowledgeable and friendly staff are always willing to help make decisions, if you aren't sure what you want. Good..."
5,"My favorite wine and beer place in the area. Super nice people, reasonable prices, and a fun environment. Go downstairs when COVID is over and have a glass!"
5,This place was great! Peaches was so knowledgeable and genuine! The wine is delicious and I'm glad to find a space that has wine accessories. I finally saw...
5,"oh wow, my level I class with Emily was so, so great. This was my first foray into improv ever and I did a LOT of research about into which LA-improv scene..."
5,"Take Emily Candini's class! She's great and here's why:

A lot of the big improv schools in Los Angeles teach improv in a very general way. I feel this is..."
5,Miles' improv classes are some of the best in town.  He has more experience than anyone else teaching in LA.  He is also one of the dwindling few who...
5,"Great experience. Many disparate exhibits for all interests. Science as deep or as shallow as you want to experience it as you cycle through. Easy to park,..."
5,"One of the best place in LA . 
A lot of things to see , to learn and  to watch documentaries at Imax.
I love CA Science Center !!!"
5,Their IMAX movies are top notch and worth the price of admission. I've seen the moon landing one and Backyard Wilderness. Both were informative and...
5,"I love this studio so much. The ballet and Pilates classes are amazing, and the group exercise unlimited monthly rate is quite affordable. Both reformer and..."
5,Absolutely love this place. I take the dance classes and these are my favorite ballet classes. The classes are usually on the small side so it's almost like...
5,"You will feel at home here.

I've been coming here for a couple of months and can't get enough. I have multiple complicated injuries and all the instructors..."
5,"THE best long for narrative improv is Los Angeles, and among the very best in the world.

Even if you're wary of improv, having seen some that didn't work,..."
5,I've started taking classes at Impro. Who knew the main company members whom I have admired for many years teach adults their secrets! All of their teachers...
5,I have been a fan of this company since first seeing Jane Austen Unscripted about eight years ago. The classes are taught by the Main Company members I have...
5,"The best art school I found in LA so far. Even during pandemic, I can still take remote classes with the owner Daniel, which I think helps me improve my..."
5,"I love their classes! Teachers and owner are very nice and helpful. 
They always suggest you a tea or water when you come in. I tried group lessons and..."
5,"Taking drawing lessons with Daniel is a truly rewarding experience. I did a lot of drawing and painting during childhood, but I fell out of it as an adult..."
4,"I loved the show! :) Completely not what I expected.  I enjoy Cirque du Soleils, but this was completely different.  It was a dark and eerie kind of circus..."
3,"Thank you YELP and Katie B. for hooking the Elites up with free tickets to CIRQUE BERZERK! 

When I was notified that I got free tickets to this show, I..."
4,TIP: Don't buy the expensive seats. The show doesn't get full so the ushers let you sit wherever you want in the balcony as long as you're not taking...
5,"Download both EyeJack & Artivive app to see some art works come to life! Associate very attentive, showing me how to download and view artworks.  I strongly..."
5,Located in an industrial area which isn't the most appealing place for an art gallery. At least that's my opinion and that's how initially felt on my way...
5,"Free Hello Kitty art exhibit in LA!

When I had breakfast with my friend, James, his wife alerted me to this Hello Kitty exhibit. It's free!  Wow!  Besides..."
5,Just experienced Gianna's intuitive acupuncture session for the first time. She started with evaluating my meridians and gave me an acupuncture treatment...
5,Amazing! I went in for anxiety issues I was having due to stress from work and with one session my symptoms have died down. I've never had acupuncture this...
5,"People from all professions, to include many doctors, have recommended acupuncture over the last 7 years and I was reluctant. After doing more research into..."
5,"When my friend first showed me Kris' website, I immediately felt that she was super heart centered. There is a loving, present energy about her and I..."
5,"Love Kris Cahill.  I have known her for many years now.  She is our official meditation / grounding teacher for my company.  

I remember when she had her..."
5,I had a really insightful reading from Kris. She touched on points where I knew I was stuck and gave me some recommendations on some books to read and...
5,"Iris classes is one of the BEST things I've ever done for myself. She is truly a gift! Her understanding, depth and knowledge of human connection and..."
5,"Iris is such an amazing teacher and mentor.
Her classes aren't just acting class, it's meditation, connection to yourself and to others. Specific techniques..."
5,"I have taken Iris Klein class for several years every time she came to Honolulu. Iris is very insightful, supportive and a great acting teacher. We learn a..."
5,I first attended this event in 2016 and immediately fell in love! I've gone every year since then and plan on going until the day I die. I am a lover of the...
3,"I really enjoyed the previous editions of Night on Broadway, a great idea, a cool event, hip, a nice way to discover more hidden gems of Downtown. I was..."
5,"Even better this year. There seemed to be something cool on every corner, from Roller Derby to a metal band that played mariachi versions of well known..."
5,"Always a great time here. Great happy hour, great live shows, and a fun vibe no matter what. The staff are really friendly and can make a mean cocktail. I'd..."
4,"Saw a fun burlesque show here a couple of months ago. Great staff, fun show! Naked Villainy cast was fun. Loved the ""boujee"" yet ""divey"" vibe here. 
We had..."
4,"Gosh, I love me a dimly lit bar. 

I appreciated the vibe here. Casual, cozy, intimate. Came in on a Saturday night and it wasn't too crowded or loud. Good..."
5,"I love this place!!

Yelp only gives ""Griffith Park"" as the address but it's better to use the address that you find on Google Maps. I arrived around 1:30pm..."
5,Very nice park up in the mountains in Griffin Park great for walking your dogs they have a little benches where you can take a rest or just enjoy The view...
5,One of my favorite trails at Griffith park. Perfect spot for a picnic after your hike. There's benches and a water fountain.
5,This place is so cool in that they let you bring in snacks and you can celebrate life with terrific wine at a decent price point.  I can't wait until they...
5,"In these unprecedented, uncharted, extraordinary, unusual, bizarre and weird times of quarantine and pandemic, we are using tried-and-true coping skills in..."
5,"I'd seen Angeleno Wine Company's gorgeous bottles around at a few wine shops around town, but WHO EVEN KNEW they had a tasting room in Chinatown?! So happy..."
1,"So unfortunate that during this time of COVID 19 and financial hardship that so many Angelinos are going through, that this Club is refusing to waive dues..."
4,"We had our corporate holiday party at City Club this year. The venue is very nice and clean. My favorite part is the bathroom. 
The staff is for the most..."
1,"This enterprise continues to charge money without providing any service, threatening to charge a penalty if I and hundreds of thousands of other ClubCorp..."
4,"This is probably one of the coolest music venues I've ever been too. It was too cool for school.

You enter through the back... so when you're in front,..."
3,"Smells outside and inside. *thumbs up*
I mean, why keep it in this state? Just because it's punk rock? Come on. Clean it up! Pressure wash this place down...."
5,Very. So I went and had fun petting dogs. They were seriously such little vibe masters! Anyways we should get more of a variety on gapes. I mean grapes....
5,"This tiny, unassuming theatre could earn you some serious cool points on your next date. Both times we attended, it was to see Bill Burr perform. Once in..."
5,"This is definitely a hidden gem in the city! Be wary of the signs around because it is easy to miss. Besides having HUGE names come through, the biggest..."
5,"Located in the Center for Inquiry building, the Steve Allen Theater is a convenient, full-service performance venue. Unlike other small theaters on Santa..."
5,"This review is for the school, salsa/bachata classes and instructors. 
3rd Street Dance School has been serving LA Area for over 30 years, often you can see..."
2,I came here for the Banging body Bootcamp as if was advertised as a workout/ dance class and it was a straight up choreographed fast moving dance...
